distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
68.9785068,0.102709308,0.447382724,1,1,0,1,0
2.623568012,0.922954483,1.132204242,1,1,0,0,0
0.60070582,0.987814733,1.751679341,0,1,0,0,0
4.305471155,3.616662142,1.752032307,1,0,0,1,0
77.83214214,1.061600743,0.186554473,1,0,0,1,0
1.441174356,1.643554069,7.997893576,0,0,0,1,1
19.21114582,0.551170224,11.35858278,1,1,0,1,1
1.029949932,0.416453555,0.215438022,0,1,0,0,0
9.449286997,1.096502279,1.822940163,1,0,0,1,0
4.730013674,0.169053858,5.679405177,1,0,0,0,0
17.80861058,0.41232948,1.589248313,1,1,0,1,0
115.4325037,1.523501137,0.816200974,1,0,0,1,1
2.963093068,0.587807596,17.38753967,1,0,0,1,1
7.6247728,0.354926585,0.918822395,1,0,0,1,0
4.059834261,3.485756782,0.682364138,1,0,0,0,0
23.08848216,40.67390793,0.166683503,1,0,0,1,0
16.81338279,4.469925641,2.02113249,1,0,0,1,0
1.48192448,0.171808606,1.876190896,0,0,0,1,0
36.13424149,0.217443119,16.07524733,1,1,0,1,1
0.896444129,0.165147402,9.152429256,0,1,0,1,1
6.304512726,1.191435665,0.356910962,1,1,0,1,0
13.44413134,0.275555297,0.204982019,1,1,0,0,0
115.2702736,0.601287783,0.081576952,1,0,0,0,0
47.31440381,0.443428412,0.886931275,1,1,0,1,0
5.809818671,14.63843464,0.847187365,1,1,0,0,0
0.916922228,0.193958378,2.234741973,0,1,0,1,0
204.9168586,0.155653927,0.211202188,1,0,0,0,0
10.61668521,0.410203192,2.538058176,1,0,0,1,0
75.62505358,0.115532027,0.552063295,1,0,1,1,0
44.29253038,8.664299145,0.453441607,1,0,0,1,0
1.700415309,1.668020642,0.05529294,0,0,0,0,0
1.882313701,0.446920174,2.88081507,0,0,0,1,0
3.701054194,0.102668628,0.579643041,1,0,0,1,0
36.67216015,10.36268186,0.558896775,1,1,0,1,0
17.42845241,2.347224666,0.200700821,1,0,0,0,0
1.066881575,1.720337143,0.931759765,0,0,0,1,0
11.87801373,5.84035109,0.639225213,1,0,0,1,0
27.64188391,2.680020027,2.855246339,1,0,0,1,0
13.59805875,0.671183661,0.615689309,1,1,0,1,0
10.5234251,5.188561877,0.847890152,1,0,0,1,0
2.177733111,10.45331389,3.614918829,1,0,0,1,0
54.54548783,1.07761354,0.409452944,1,0,0,0,0
71.93956002,0.121077445,0.943880181,1,1,0,0,0
39.94615064,4.227794907,5.352380599,1,0,0,0,0
3.684841842,0.367453288,1.439115409,1,1,0,0,0
17.1763215,2.005396976,0.331892613,1,1,0,1,0
41.66377894,0.341899365,0.801876236,1,0,0,0,0
93.63778793,1.140398456,0.532327078,1,0,0,1,0
170.3517125,1.225308583,0.461645945,1,1,0,1,0
12.09391134,0.27927583,1.159818981,1,1,0,0,0
21.70636672,2.154809074,1.215097695,1,1,0,1,0
8.42515028,0.061920475,1.715449513,1,0,0,1,0
0.701996942,0.105745224,1.208189649,0,1,0,1,0
26.21506566,0.890357689,1.275937353,1,1,0,1,0
20.56114933,1.471755995,0.912189011,1,1,0,0,0
94.95491457,0.05344203,2.508126895,1,0,0,0,0
4.292993408,4.063555335,0.404144034,1,0,1,1,0
61.33245578,0.153145535,1.347373436,1,1,0,0,0
4.340641132,19.81872544,1.961744352,1,0,1,1,0
2.246485956,0.077096254,0.529372865,1,0,1,1,0
3.283989881,0.562086404,0.509068661,1,0,0,1,0
306.0431323,0.550859742,0.515227294,1,1,1,0,0
11.12198454,0.431383356,0.489845932,1,0,0,0,0
76.68974623,0.208451582,0.290136602,1,0,1,1,0
55.3806774,0.236779595,2.725291707,1,1,0,1,0
1.985857392,0.993968795,0.989390652,1,0,0,1,0
2.829770016,3.66224855,3.843103191,1,1,1,0,0
4.876200202,1.906830846,0.373492029,1,1,0,1,0
11.44018764,1.582100389,0.945979079,1,0,0,1,0
23.18422609,0.533523954,0.44530917,1,1,0,1,0
29.75521042,23.81383687,0.300464027,1,1,1,0,0
36.18673532,1.881976761,1.292624143,1,1,0,1,0
1.983381339,0.769262516,1.595492454,1,1,0,0,0
76.38397345,0.092737178,1.775357821,1,1,0,0,0
6.020663416,0.099180994,0.868519786,1,0,0,1,0
6.827079833,5.056455843,0.158946966,1,1,1,0,0
16.99847614,0.54374042,2.197439448,1,1,0,0,0
0.073738598,0.149961756,3.382256998,0,1,0,1,0
23.39176023,11.86544661,0.15682611,1,1,0,0,0
3.060171679,0.170532437,0.34095921,1,0,0,1,0
24.01814315,0.252910529,0.808226476,1,0,0,1,0
20.84766386,4.935901472,6.784194014,1,0,0,0,0
28.89731336,0.565818161,0.52638201,1,0,1,0,0
40.3744453,0.514175188,2.668781224,1,1,0,1,0
2.628767304,52.26023019,2.240412387,1,1,0,1,0
46.60378888,1.370667268,2.294993799,1,1,0,0,0
13.33085775,0.211057884,0.119652915,1,0,0,0,0
3.849826202,0.017830566,3.278159708,1,1,0,1,0
9.9590473,0.634061022,0.335203007,1,0,0,0,0
17.95314041,2.45760801,0.474890779,1,0,0,0,0
71.44078773,3.669906437,0.594648259,1,1,0,1,0
17.08849587,144.8780829,0.452234289,1,1,0,0,0
2.774598473,2.059919686,0.985176571,1,1,0,1,0
18.12090253,1.450114206,0.057755613,1,0,0,1,0
11.24284495,4.582532659,1.02394921,1,0,0,1,0
12.68207359,10.13159883,1.155509112,1,1,0,1,0
2.671842204,0.24567712,1.581186328,1,0,0,0,0
5.064408637,0.192882005,2.419260092,1,0,0,1,0
3.706086117,0.110283632,0.471484534,1,0,0,1,0
12.91003417,0.111964385,2.653551575,1,0,0,1,0
35.15605242,1.413423936,2.730365261,1,1,0,1,0
5.405232997,0.221153439,1.397058674,1,0,0,1,0
57.01366221,0.113861947,1.064303264,1,0,0,1,0
30.29499906,2.610983358,1.111579944,1,1,0,0,0
29.46399444,0.428356714,1.541030764,1,1,0,0,0
61.21098049,0.778499343,0.728722024,1,0,0,1,0
30.60782406,0.080856441,0.26761699,1,1,0,0,0
0.38636207,0.709447264,0.88768998,0,0,0,1,0
1.517830886,0.436951179,0.111820722,0,0,1,1,0
21.22125311,0.208250651,2.142504587,1,0,0,1,0
54.58654094,0.326557726,0.293038085,1,1,0,1,0
1.600155008,0.136516803,5.459494403,0,1,0,1,1
1.945577716,0.465097665,2.18836598,1,1,0,0,0
0.689149647,2.511594247,1.950849855,0,0,1,1,0
9.075348269,0.292238887,0.703602095,1,0,0,1,0
8.335753566,0.127900138,1.322383863,1,0,0,0,0
43.93971793,0.368974742,0.557998133,1,1,0,1,0
1.286186507,0.495933957,1.264513658,0,0,0,1,0
48.96154261,0.284274334,1.296652827,1,1,0,0,0
24.05469186,4.997425072,0.115037595,1,0,0,0,0
21.30597132,0.419168433,3.012793074,1,0,0,1,0
25.12325683,2.561254444,0.413316301,1,0,0,0,0
9.695368536,0.635076759,1.132902495,1,1,0,0,0
2.629000565,0.226622693,0.384735867,1,0,1,1,0
12.54635405,4.717648841,5.309662947,1,1,0,1,1
5.380498265,2.625806281,1.67325747,1,1,0,0,0
67.43778029,0.631045982,2.32495159,1,0,0,1,0
2.639450743,4.001742264,1.459952708,1,0,0,1,0
1.670228133,2.727584174,0.772890914,0,1,1,1,0
4.176079271,0.906800164,0.780043448,1,1,0,0,0
0.734191076,0.624539618,1.490761769,0,1,0,0,0
2.975171943,0.39875288,0.947511716,1,1,0,0,0
7.487749445,0.346009949,0.664697084,1,0,0,1,0
0.588325535,0.494643767,0.27947254,0,0,0,1,0
3.885680076,1.016005718,1.147419409,1,0,0,1,0
5.121743426,2.117277837,0.119369223,1,0,0,0,0
58.87348444,3.436979448,1.03721906,1,0,0,1,0
4.604120614,7.153664989,0.212173008,1,0,0,1,0
20.88636434,15.64277287,0.50666496,1,0,0,1,0
35.37224358,1.506139805,1.671900632,1,0,0,0,0
7.141339385,1.021899999,0.102558624,1,0,0,0,0
11.0004536,1.827229653,1.873970912,1,0,0,1,0
0.885994074,1.786777333,0.303318643,0,0,0,1,0
24.80915615,0.379464442,0.53022026,1,0,0,0,0
14.9438647,0.419117218,1.155705076,1,0,0,0,0
23.13275867,0.016702254,0.728826537,1,1,0,1,0
25.47187086,0.245219933,0.148564494,1,0,0,0,0
79.90562568,1.474053071,0.863658406,1,0,0,1,0
13.88598799,0.173025234,0.25597748,1,0,0,1,0
17.07559332,2.539646294,4.535656789,1,0,0,0,0
20.67659263,3.911425319,1.850251411,1,1,0,1,0
81.96525565,0.934043552,0.234600066,1,1,0,1,0
8.68655257,5.731682127,2.295213988,1,0,0,0,0
9.694038494,0.269651417,0.529430462,1,0,0,1,0
2.993160391,0.028567731,0.561440665,1,1,0,1,0
16.96976523,0.327446801,0.518000799,1,0,0,1,0
8.630454382,443.00898,24.67009557,1,0,0,1,1
8.049619966,0.103688284,1.202207966,1,0,0,1,0
11.60429406,0.619649808,3.353294895,1,1,0,1,0
11.48741276,1.923707868,0.360426424,1,1,0,1,0
3.414438907,0.467115884,0.351593049,1,0,0,1,0
4.952271534,1.578967996,0.337918234,1,0,0,0,0
1.314134148,10.82618946,0.543072909,0,0,1,1,0
8.428981907,13.44312983,0.674835715,1,0,1,1,0
21.79373285,5.529784918,0.843170171,1,1,0,1,0
11.29350799,2.730041739,1.04511677,1,0,0,1,0
13.12840693,2.654153078,4.012724788,1,0,0,1,1
13.00754159,2.79097118,0.522157966,1,0,0,1,0
3.37632048,0.306710395,4.340939886,1,0,0,1,1
11.04160304,0.10517694,1.530493358,1,0,0,1,0
3.248324149,0.873662446,0.335735746,1,1,0,0,0
112.9058618,12.97245966,3.903357236,1,0,0,0,0
93.60423183,21.53948701,2.299924592,1,0,0,1,0
5.909379701,0.013028925,1.938994996,1,0,0,1,0
8.479199847,1.031546682,4.121448031,1,0,0,1,1
281.6040864,6.118817438,1.307862272,1,0,0,0,0
64.94233354,0.267101288,1.133621927,1,1,0,1,0
69.14719938,1.366821905,0.433969458,1,0,0,0,0
4.670623815,0.463691247,2.425375395,1,0,0,1,0
84.00313927,0.624696328,1.424736409,1,0,0,0,0
3.77982005,1.183625609,2.442433431,1,0,0,0,0
9.996059342,0.794233916,0.512315586,1,1,0,0,0
58.94302703,0.08396204,0.791050383,1,1,0,1,0
4.81857434,2.789086516,1.469190464,1,0,0,1,0
3.056244094,3.837005472,5.001971784,1,0,0,1,1
0.571803259,0.634692442,0.529760986,0,0,0,0,0
108.0455437,0.897215934,0.230959033,1,0,0,1,1
3.180958301,119.8430405,1.313123775,1,1,0,1,0
0.951713975,4.410316579,0.279660439,0,1,1,0,0
105.1467872,0.286161379,2.536316534,1,0,0,1,1
9.323929823,0.035992913,2.749958197,1,0,1,1,0
7.425922173,5.055573789,0.264547561,1,1,0,1,0
0.995516298,0.79497275,5.832603533,0,1,0,1,1
3.698052702,0.852687151,0.740361309,1,1,0,0,0
2.477565058,0.684754532,1.513465395,1,0,0,1,0
24.80694489,0.845506793,1.013701274,1,0,0,0,0
23.25348703,3.793037725,0.286443594,1,1,0,1,0
0.460800441,0.206505356,0.557140752,0,1,0,1,0
2.914542597,0.037852588,1.965766059,1,1,0,1,0
21.96276588,0.694108048,0.276733575,1,1,0,0,0
0.354984846,2.863426271,0.737534476,0,1,0,1,0
3.129533907,0.235247354,3.732834156,1,1,0,1,0
18.35513978,0.04957184,0.410967533,1,1,0,0,0
9.645371325,1.806187205,5.060736283,1,0,0,1,1
22.2273459,4.113739637,0.067135443,1,0,0,1,0
7.470728873,1.089167826,0.020534505,1,0,0,0,0
175.1695055,0.232003507,0.85113791,1,1,0,1,0
14.88070297,0.071792445,1.133938321,1,0,1,1,0
33.94748359,1.555151353,4.331427013,1,0,0,0,0
51.99559598,0.376581152,1.42015116,1,1,0,0,0
3.837489592,0.871285626,6.884259705,1,0,0,0,0
25.70093707,0.488448683,1.826087597,1,0,0,1,0
8.74927212,30.27086874,2.422927819,1,1,0,1,0
10.31238946,2.337032714,1.766806144,1,0,0,0,0
24.68718651,3.73883894,0.46863054,1,0,0,1,0
1.915418296,0.217807759,0.20035104,1,0,0,0,0
20.1560064,0.248661733,0.154155283,1,0,0,1,0
7.85107822,0.284226911,3.779697538,1,0,0,1,0
2.687866541,13.75015004,1.37789668,1,0,0,1,0
1.48011105,3.54131973,2.744737297,0,0,0,1,0
3.765428639,9.817714561,1.043311184,1,0,0,1,0
1.253126075,4.73056471,0.645196341,0,0,0,1,0
7.047784757,1.206938735,1.499379457,1,0,0,1,0
32.50079169,1.323216171,0.674899754,1,1,0,1,0
6.581273086,2.756126287,2.041352116,1,0,0,1,0
17.21125802,2.165387093,0.928899771,1,1,0,0,0
9.576128621,1.209209503,1.039514959,1,1,0,0,0
20.8117552,2.911396746,0.705473235,1,1,0,1,0
3.174059717,2.822534854,0.173459317,1,0,0,1,0
5.663558509,0.633646218,0.57802927,1,1,0,1,0
60.47750903,22.70932783,0.74598829,1,0,0,1,0
25.08190353,0.036445975,1.518603692,1,0,0,1,0
20.62124956,0.593642264,1.620826916,1,0,0,0,0
66.83698573,0.870656224,4.551200711,1,0,0,1,1
9.687204121,0.458626018,0.784011662,1,0,0,1,0
15.30583548,0.078475149,2.950984527,1,0,0,0,0
25.78304003,1.087226731,0.116021555,1,1,0,0,0
2.88826886,1.038459542,0.390296809,1,0,0,1,0
21.47034301,77.6917556,0.535197068,1,0,0,0,0
6.017431953,0.072320845,0.315061371,1,0,0,1,0
6.277902247,0.009435157,2.688054201,1,0,0,0,0
4.187374176,0.561960984,1.124943273,1,1,0,1,0
202.9581861,15.22490447,3.839446426,1,0,0,1,1
6.152844998,0.121645639,0.073598444,1,1,0,1,0
3.438582252,1.617945199,0.666542432,1,1,0,0,0
4.501365867,0.06330514,0.487600759,1,0,0,1,0
6.965554206,0.75705759,6.31169524,1,0,0,0,0
1.87830285,0.125609869,1.100714822,0,0,0,0,0
56.52232945,0.359764,0.186490886,1,0,0,1,0
5.23742062,0.288758928,1.517738809,1,0,0,0,0
11.54452056,0.882892809,13.41715907,1,0,0,0,0
225.2394374,0.736807512,1.041401927,1,0,0,0,0
11.82937086,0.058611018,0.255701465,1,0,0,0,0
2.930724313,2.133723982,1.767096678,1,0,0,1,0
18.82708459,1.3452367,1.302887907,1,0,0,1,0
0.500896677,0.624117065,0.751059695,0,0,0,1,0
2.019320579,1.411714868,1.022963316,1,0,0,1,0
2.019786548,0.266423846,0.866451078,1,0,0,1,0
41.9545875,86.16959205,0.496551443,1,0,1,1,0
22.44873003,0.048269479,0.479752851,1,0,0,0,0
15.54378967,1.764101309,0.307611973,1,0,1,1,0
34.60624149,0.098470638,4.045829716,1,0,0,1,1
37.57501182,0.964386227,0.801723118,1,1,0,1,0
0.792132714,1.255430268,1.974482294,0,0,0,0,0
4.291768671,17.27051563,6.156036717,1,0,1,1,0
4.573053812,0.083117946,3.035202539,1,1,0,0,0
6.02691484,0.417971133,2.758909199,1,0,0,0,0
41.41300913,0.357887196,1.027444653,1,1,0,0,0
1.938773019,0.570781837,3.044426857,1,1,0,0,0
3.960333392,7.746642156,0.680299888,1,0,0,0,0
11.17965365,1.057244774,3.268041231,1,0,0,1,0
10.26604413,2.939513459,1.466187642,1,0,0,0,0
14.00398302,0.174606082,1.828250719,1,0,0,1,0
0.049270104,0.169149387,0.639051711,0,0,0,1,0
2.493253818,0.17025382,0.635967577,1,1,1,0,0
31.48176626,0.298857804,4.188315764,1,0,0,0,0
14.63092119,0.108108619,2.190725357,1,1,1,1,0
0.715748062,4.825527607,0.897156638,0,0,0,1,0
7.319802795,5.325909793,2.027886459,1,1,0,0,0
0.727847335,1.846969852,0.664133477,0,1,0,0,0
10.82891226,3.919767412,0.07514014,1,0,0,1,0
56.22763436,5.652776176,0.334283492,1,0,1,0,0
24.12548893,1.955342166,0.272963095,1,0,0,0,0
52.58756511,2.162464441,0.922276463,1,0,0,1,0
9.129030935,4.178563196,0.787319529,1,1,0,1,0
6.192920619,18.24510337,0.54616539,1,0,0,1,0
3.454822255,0.099637965,0.287314045,1,0,0,0,0
1.516376901,8.205856287,0.92795029,0,0,0,0,0
24.09821279,0.460076126,1.354692527,1,1,0,1,0
98.8811343,0.419886319,3.463816526,1,1,0,1,0
3.531081355,5.7809738,1.599252116,1,0,0,0,0
10.31541499,0.06549219,1.142105668,1,0,0,0,0
41.96006567,0.039535806,0.366285378,1,1,0,1,0
49.34592096,1.398087999,0.22482569,1,0,0,1,0
28.27151036,3.887699316,6.266283437,1,0,0,0,0
38.37951011,0.506985767,0.344406814,1,0,0,0,0
10.85147908,0.962547068,1.629882105,1,1,0,1,0
41.03856598,6.57651002,2.554235885,1,0,0,1,0
2.505911906,0.083863733,0.42156664,1,1,0,1,0
45.98220858,4.679801317,3.278777781,1,1,0,1,0
36.51406332,0.550658511,0.721140242,1,1,0,1,0
59.4117804,0.068348005,1.820225902,1,1,0,1,0
514.1968273,0.691793793,0.760187587,1,0,0,1,1
1.226952877,0.787540021,0.305955668,0,0,0,1,0
17.6318706,4.358196802,1.373360217,1,0,0,1,0
10.65939427,1.218039205,9.822808767,1,1,0,1,1
9.234182072,4.059512794,2.801137479,1,1,0,1,0
22.16601597,0.08220827,1.434230275,1,0,0,0,0
7.330968376,4.319310822,4.657838516,1,1,0,1,1
15.19685429,1.422434382,0.886132051,1,1,0,1,0
24.9307005,1.698856809,3.388140046,1,0,0,1,0
30.06009615,0.148626803,4.479313932,1,0,0,1,1
7.350413164,0.530411606,0.552074865,1,1,0,1,0
63.84369405,1.596868902,0.342493185,1,0,0,1,0
133.4311464,0.302460835,0.69152822,1,0,0,1,1
41.1571035,0.109218871,1.271665612,1,0,1,1,0
112.7506063,9.426046356,0.203115565,1,0,0,1,1
1.557005659,0.369296578,0.836877958,0,0,0,1,0
10.39911367,1.205075544,0.656844207,1,1,0,0,0
6.503851078,2.39524431,2.69872007,1,0,0,0,0
3.047676141,0.829744256,7.350056801,1,1,0,0,0
42.12956439,1.221680447,0.345687702,1,1,0,0,0
14.52191327,0.172865415,1.134268816,1,1,0,0,0
5.041381334,5.804800598,0.88715606,1,0,0,1,0
7.556756084,1.044484049,0.494779872,1,0,0,1,0
8.760316715,1.435591555,1.578241557,1,1,1,1,0
1.908157464,4.462223366,6.434487992,1,0,0,0,0
10.43449194,0.135314151,1.281105328,1,1,0,1,0
4.665632116,1.096986072,0.828200618,1,1,0,1,0
9.029873693,1.146793198,0.755083924,1,0,0,0,0
21.29944543,0.339655559,0.16783741,1,0,1,0,0
1.902576385,0.828262418,0.706433446,1,0,0,1,0
17.93396132,1.136101316,0.13820381,1,0,0,1,0
13.31210484,0.702147587,0.899078746,1,0,0,1,0
3.475364898,0.34164645,1.187977655,1,0,0,1,0
1.878451864,0.082770383,5.647376073,0,0,0,0,1
13.63965063,0.060518968,0.586807645,1,1,0,1,0
1.975705959,0.998049909,0.867159802,1,1,0,1,0
48.07764717,1.157199128,0.94300208,1,0,0,1,0
156.4718964,0.056198247,0.229128922,1,0,0,1,1
7.028807362,0.027019663,1.015328298,1,0,0,1,0
3.784185797,3.179401804,0.886783975,1,0,0,1,0
11.00163803,4.491444709,0.992212437,1,0,0,1,0
3.850834421,3.032487495,2.136589363,1,1,0,1,0
28.48592463,1.240891564,1.281637874,1,0,0,1,0
28.85967857,0.287869526,1.534632399,1,1,1,0,0
67.42619006,0.067913913,0.177044667,1,0,0,1,0
4.147940369,2.089985075,1.180609871,1,0,0,0,0
10.96109148,10.4795908,1.131811378,1,1,0,0,0
4.818836258,1.572055229,3.071936883,1,0,1,1,0
2.821933727,0.446370382,3.323020828,1,0,0,1,0
104.1830081,2.569241328,0.173073831,1,1,0,0,0
7.732533612,0.064415981,1.771699556,1,1,0,1,0
7.570429692,1.86320387,8.028355504,1,1,1,0,0
5.5223063,1.770792168,0.554100707,1,0,0,1,0
50.70593341,3.313583998,0.378127004,1,0,0,0,0
0.741055007,2.904414874,1.768680693,0,0,0,0,0
4.668946447,0.435382605,0.770754748,1,0,0,0,0
65.67250976,0.047515429,2.26538543,1,1,0,1,0
4.88162494,2.220563517,1.618733939,1,1,0,1,0
50.3809086,2.22808193,2.736282569,1,1,0,1,0
17.41466112,1.011782561,0.69126046,1,0,0,1,0
1.530783974,0.282775704,0.487837894,0,1,0,1,0
1.819561996,0.971592505,1.960568448,0,0,0,1,0
23.86013242,0.126315469,0.490247572,1,0,0,1,0
177.6527925,2.657407379,0.411684884,1,0,0,0,0
7.266648612,0.417709579,7.088909548,1,0,0,1,1
24.63373771,0.142833535,1.932178635,1,0,0,0,0
3.815357854,0.194332048,5.51200171,1,0,0,0,0
28.4398152,1.325328867,0.267064195,1,0,0,0,0
17.11267751,2.978554547,1.91206283,1,0,0,1,0
18.7416889,0.283380195,0.368947561,1,0,1,1,0
9.835672038,0.859967972,0.207816294,1,0,1,0,0
103.1598657,0.144582143,0.185608889,1,0,0,0,0
90.73834211,0.179252143,0.349831031,1,1,1,1,0
19.96510009,0.053732059,0.055537315,1,1,0,1,0
34.29387681,0.607285579,1.390653799,1,0,0,1,0
2.329814453,0.505191335,3.94635494,1,1,0,1,0
4.202087801,0.374632739,2.444140945,1,0,0,1,0
1.467861612,2.258593668,0.598286507,0,1,0,1,0
15.54394564,0.221717915,0.57900948,1,0,0,1,0
55.97647957,0.279609561,3.105370953,1,1,0,0,0
4.565084304,24.06264842,0.322270674,1,1,0,1,0
73.52245662,3.945475744,4.490604681,1,0,0,0,0
7.390180051,0.535182792,0.49730016,1,0,1,0,0
23.83365546,0.115030794,1.992461127,1,0,0,0,0
3.201764332,9.683341764,4.69778838,1,0,0,0,0
32.2351864,0.199237669,1.630713288,1,1,0,0,0
34.57330786,2.848619377,1.337815017,1,0,0,0,0
2.861554087,0.431842819,1.20072497,1,0,0,0,0
18.25107644,15.28344921,0.563573703,1,0,0,1,0
51.08714236,0.095919056,0.954741715,1,0,0,1,0
20.05696241,0.407864227,0.433157944,1,0,0,0,0
18.91123349,29.08657237,5.334380226,1,1,0,0,0
4.370851625,0.695550935,0.582381637,1,1,0,0,0
15.72797833,0.080264874,0.315955719,1,1,0,0,0
1.979756101,0.63762026,0.673019345,1,0,0,1,0
51.45664348,1.107695393,1.155626691,1,0,0,0,0
26.37479877,9.78557843,0.447462719,1,1,0,0,0
5.547919303,1.299638625,3.651896452,1,0,0,0,0
2.843054003,3.561634444,0.061212493,1,0,0,0,0
11.31395439,0.414243823,1.079874062,1,1,0,1,0
5.592648685,0.815745509,1.267551348,1,0,0,1,0
22.75709617,0.660667497,0.137982701,1,1,0,1,0
7.10653853,0.150481746,2.14425232,1,1,0,1,0
1.173385755,0.035474948,0.903718084,0,1,0,1,0
3.188330757,4.107468801,0.310828109,1,1,1,1,0
5.21036813,1.320769881,0.587547659,1,1,0,1,0
18.58181238,4.071800522,0.722157652,1,0,0,0,0
5.740090429,52.46048019,2.356287338,1,0,0,0,0
8.68662341,2.447257851,0.99905864,1,1,0,1,0
54.76927395,4.915932321,3.573155827,1,0,0,0,0
7.580531142,1.354038123,4.557617795,1,0,0,0,0
8.51122295,0.320883828,0.467589591,1,1,0,1,0
183.675788,0.784910952,1.566284293,1,0,0,1,1
54.63666378,0.825747683,0.301986005,1,0,0,1,0
92.98074625,0.101573589,1.181112986,1,0,0,1,0
15.86751821,7.756585791,4.079951901,1,1,1,0,0
3.90129114,0.025625065,6.337344191,1,0,1,1,0
12.03720641,0.950140412,4.892018008,1,0,0,0,0
9.578476687,5.423840661,2.090592662,1,0,0,0,0
0.78380176,0.612809979,1.256104298,0,0,0,1,0
2.169884055,0.606679958,0.94926262,1,1,1,0,0
5.69969742,0.309690499,0.200926092,1,0,0,1,0
13.14026445,0.22211734,5.655854257,1,0,0,1,1
23.63146421,0.819431605,0.480418821,1,1,0,1,0
176.3162258,3.195638116,1.035941525,1,1,0,0,0
28.39652147,21.67938906,0.618640133,1,0,0,1,0
1.146878589,0.567527561,1.490487037,0,1,0,1,0
46.81987281,0.330554234,2.021840712,1,1,0,1,0
32.97105239,0.479394627,1.323767557,1,1,0,0,0
3.95400116,0.83777846,0.461635677,1,0,0,1,0
83.62390426,4.232361603,1.210026353,1,0,0,1,0
2.490433961,0.122025832,0.640218794,1,1,0,0,0
7.215461786,1.243702027,1.117234377,1,1,0,1,0
17.0818908,0.469404785,0.513436229,1,1,0,1,0
2.935000455,0.617128035,0.361786937,1,1,0,0,0
9.706196992,0.78998404,3.746922522,1,1,0,1,0
1.655465601,10.75502897,0.988627568,0,1,0,0,0
20.45828855,0.756855803,0.739333362,1,1,0,1,0
53.47933463,0.040575972,0.521742379,1,1,0,1,0
47.81237732,1.700953293,0.528753846,1,0,0,0,0
2.044171671,0.281424859,0.729273934,1,0,0,1,0
1.671302177,0.483880972,1.143604523,0,0,0,0,0
113.4828929,3.98484567,23.19645512,1,1,0,0,1
142.1526949,4.28619535,3.431076895,1,1,1,1,0
57.2252705,10.27921645,0.297250309,1,1,0,0,0
4.272481639,0.235442957,4.547367784,1,1,0,0,0
7.603405578,2.349010928,1.303362843,1,1,0,1,0
77.48049615,0.293943865,1.072741236,1,0,0,1,0
16.65836137,0.942215533,1.309642032,1,1,0,1,0
16.76586725,0.864079692,0.647718689,1,0,0,1,0
6.73355577,1.986222084,2.138273098,1,0,0,1,0
14.09332359,2.896405852,1.124232859,1,1,0,1,0
11.17540932,0.572067713,4.83995159,1,0,0,0,0
18.84405066,0.232313513,3.617119263,1,1,0,1,0
33.06381559,0.510321376,2.494114506,1,0,0,1,0
16.25903166,3.274044594,0.198842754,1,1,0,1,0
111.5802743,1.132576437,0.202781215,1,1,0,0,0
14.52918973,5.590918174,1.980004529,1,0,0,0,0
295.1416255,0.079865183,6.283022669,1,1,0,1,1
5.534571607,0.392203828,0.930320142,1,0,0,1,0
20.3023018,0.04890332,1.336146911,1,0,0,0,0
7.074121335,0.152325261,4.390010836,1,0,0,0,0
17.65587069,21.39143972,1.601479972,1,0,0,0,0
41.9192078,2.18789423,2.79593748,1,1,0,0,0
12.63049709,2.899281342,0.898459673,1,1,0,1,0
137.861292,10.33981563,2.53208327,1,1,0,1,0
3.562958063,0.558313267,10.78891407,1,0,0,0,0
1.015921182,6.687372972,1.290834614,0,0,0,0,0
109.2924765,7.079551401,3.070861183,1,0,0,1,1
19.48099588,0.683871177,0.768229832,1,1,0,0,0
59.3439955,0.334886667,7.589297026,1,0,0,1,1
19.24512754,0.254522897,2.001639025,1,0,0,0,0
4.521134572,0.437794692,1.867341088,1,0,0,1,0
32.16725824,0.972987595,4.329073416,1,1,0,1,1
9.275091968,19.8044593,1.190006001,1,1,0,1,0
5.719781826,0.022933045,0.479098504,1,0,0,1,0
2.772149721,0.726797537,1.550186798,1,1,1,1,0
13.74027721,0.894011653,0.301648111,1,0,0,1,0
8.204568465,0.132504423,3.474039245,1,0,0,1,0
2.753153257,0.798576591,0.959140517,1,1,0,1,0
8.241577386,0.010273855,0.640718435,1,0,0,1,0
2.271687502,0.119601333,3.544253095,1,1,1,1,0
0.974581865,2.668769646,0.433424385,0,1,0,1,0
73.41724893,14.44571671,0.271843988,1,1,0,1,0
3.649908866,0.977657627,0.833045031,1,0,0,0,0
360.2522487,0.950665056,0.947945637,1,0,0,1,1
63.10185177,2.37934926,1.031405978,1,0,0,0,0
206.5918211,24.33761767,3.261021359,1,0,0,1,1
9.243469106,9.630792016,0.285886233,1,1,0,1,0
9.383448124,1.570634156,0.712196138,1,0,0,1,0
3.21798514,0.089878687,0.142471533,1,1,0,1,0
6.482832304,0.538796285,0.132936854,1,0,0,1,0
2.202179891,0.043035769,1.120607661,1,0,0,1,0
37.66857361,1.018069293,0.381930889,1,0,0,0,0
126.0031726,5.641749479,0.831999881,1,0,0,1,1
9.839702011,0.175061278,1.818311497,1,1,0,1,0
